Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(1014_262)-(1257_357),(874_603)-(965_779),(1295_457)-(1592_629),(1199_702)-(1317_736)
470.00,0.01,0.06,0.06,0.13
560.00,8.99,16.15,8.68,10.95
670.00,2.58,4.52,3.52,3.29
720.00,38.06,49.14,33.72,36.39
780.00,72.23,68.03,56.86,53.74
840.00,58.93,64.18,54.65,52.09
900.00,55.67,72.68,62.36,60.41
970.00,42.98,65.83,52.01,53.14
