Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(468_441)-(579_549),(611_248)-(676_319),(387_140)-(535_235),(217_387)-(295_444),(694_157)-(743_212)
470.00,1.28,0.01,0.15,0.32,0.11
560.00,48.92,27.61,37.80,39.27,41.17
670.00,9.03,5.43,8.44,7.03,10.27
720.00,69.12,42.23,54.69,56.96,60.32
780.00,89.09,57.01,72.70,71.72,77.73
840.00,87.16,55.92,72.16,71.52,75.85
900.00,92.60,57.97,75.87,78.04,77.11
970.00,89.78,53.87,75.35,68.27,80.74
