Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(323_248)-(479_352),(701_272)-(779_389),(807_598)-(875_688),(674_622)-(774_725),(181_588)-(369_672)
470.00,0.00,0.04,0.08,0.15,0.03
560.00,5.57,9.98,14.13,13.88,9.87
670.00,1.42,3.82,5.78,5.59,3.07
720.00,30.01,38.87,50.12,49.06,44.53
780.00,48.08,64.23,90.41,87.50,77.75
840.00,41.28,58.65,85.71,83.31,69.68
900.00,60.70,78.08,95.00,95.00,94.53
970.00,28.26,53.03,94.91,94.24,79.30
