Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(862_644)-(990_819),(1137_530)-(1273_665),(1041_219)-(1202_306),(755_502)-(812_579)
470.00,0.71,0.01,0.00,0.01
560.00,20.26,6.09,4.05,8.13
670.00,7.03,1.84,1.52,2.33
720.00,57.94,27.52,25.64,30.97
780.00,78.01,42.23,48.60,47.39
840.00,72.96,40.81,36.44,46.73
900.00,85.65,46.20,32.82,53.34
970.00,83.70,35.72,20.01,40.43
