Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(520_531)-(647_718),(621_252)-(694_407),(127_560)-(220_664),(286_169)-(376_267)
470.00,0.00,0.00,0.00,0.00
560.00,10.31,11.52,6.22,8.31
670.00,2.17,2.92,1.47,2.12
720.00,35.74,34.61,28.18,27.30
780.00,50.20,45.43,37.31,34.57
840.00,45.41,41.43,35.00,33.80
900.00,50.46,44.19,39.31,34.21
970.00,45.87,43.97,28.17,28.58
