Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(623_72)-(774_237),(455_434)-(641_605),(112_555)-(190_657),(693_583)-(741_703)
470.00,0.02,0.00,0.00,0.00
560.00,10.87,9.92,3.42,6.71
670.00,2.92,1.79,0.60,1.16
720.00,30.98,33.53,20.96,28.40
780.00,65.23,63.05,40.11,54.46
840.00,61.41,65.41,43.67,55.27
900.00,56.39,60.90,40.59,49.23
970.00,42.63,47.33,26.18,32.41
