Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(100_686)-(198_765),(119_821)-(210_933),(227_163)-(343_292),(174_334)-(274_382),(509_366)-(598_447)
470.00,0.13,0.03,0.00,0.00,0.00
560.00,9.89,9.67,4.21,3.71,2.31
670.00,3.97,4.26,1.58,1.25,0.79
720.00,41.17,39.74,29.69,26.25,21.58
780.00,78.23,78.94,53.46,50.49,47.99
840.00,81.18,81.54,50.66,49.40,44.92
900.00,87.87,95.00,45.81,47.20,44.44
970.00,94.59,37.07,41.52,44.41,45.87
