Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(1053_599)-(1281_769),(757_617)-(892_755),(689_281)-(831_387),(1182_185)-(1377_337)
470.00,0.05,0.02,0.00,0.00
560.00,10.25,7.06,6.42,4.47
670.00,5.23,2.09,2.04,1.63
720.00,42.58,37.01,32.10,28.03
780.00,64.09,55.35,57.14,56.23
840.00,58.83,52.20,49.04,46.07
900.00,69.54,62.22,50.10,43.86
970.00,66.30,56.22,37.69,32.88
