Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(368_446)-(488_596),(618_374)-(719_489),(261_216)-(335_294),(662_129)-(756_243)
470.00,0.01,0.00,0.00,0.00
560.00,13.69,7.77,7.27,2.91
670.00,3.43,1.43,1.57,0.86
720.00,38.80,28.13,25.95,16.87
780.00,66.65,48.98,44.38,30.81
840.00,78.84,61.11,53.34,38.08
900.00,94.96,83.13,77.73,49.21
970.00,94.94,84.72,79.14,36.48
