Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(450_578)-(535_802),(786_633)-(910_785),(368_737)-(431_824),(956_781)-(1057_899)
470.00,0.00,0.00,0.00,0.00
560.00,4.71,7.26,5.07,6.28
670.00,1.60,3.15,1.67,2.48
720.00,37.03,44.89,38.36,40.84
780.00,58.93,68.66,60.63,60.00
840.00,49.14,54.04,49.84,50.75
900.00,46.60,51.85,42.41,45.89
970.00,31.27,36.24,27.19,34.71
