Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(613_333)-(728_448),(510_348)-(558_416),(383_585)-(503_675),(300_251)-(346_344)
470.00,0.07,0.00,0.00,0.00
560.00,8.00,7.51,12.03,1.88
670.00,2.11,1.65,3.43,0.54
720.00,39.67,39.46,49.50,19.30
780.00,71.07,68.98,85.37,33.86
840.00,64.71,62.21,81.01,30.32
900.00,88.66,92.37,95.00,40.38
970.00,70.97,51.87,93.88,19.46
