Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(505_373)-(702_503),(368_110)-(558_203),(361_533)-(451_643),(404_693)-(509_781)
470.00,0.05,0.11,0.04,0.00
560.00,8.08,6.61,5.80,9.26
670.00,3.72,3.46,1.70,4.52
720.00,38.29,34.47,34.93,43.03
780.00,67.67,51.94,70.00,84.14
840.00,60.92,41.43,62.06,80.22
900.00,86.13,49.22,90.78,95.00
970.00,58.18,63.43,72.49,93.34
