Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(1246_296)-(1383_421),(1250_629)-(1465_750),(963_741)-(1042_818),(853_490)-(960_576)
470.00,0.00,0.43,0.00,0.00
560.00,5.16,11.58,2.12,2.86
670.00,1.55,5.01,0.74,0.85
720.00,27.53,47.09,20.13,22.00
780.00,40.19,77.74,34.86,34.09
840.00,35.80,72.89,27.72,30.63
900.00,53.71,94.35,52.17,47.91
970.00,44.12,88.50,24.81,22.82
