Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(421_352)-(529_531),(755_532)-(878_672),(990_364)-(1106_498),(740_107)-(914_221)
470.00,0.08,0.14,0.00,0.00
560.00,15.70,12.95,4.41,5.39
670.00,3.86,3.25,1.43,1.38
720.00,49.70,46.28,24.55,24.98
780.00,87.84,84.31,48.24,50.30
840.00,90.30,91.14,51.29,52.00
900.00,93.06,92.97,52.80,52.25
970.00,84.76,88.65,40.13,39.23
