Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(749_384)-(875_519),(1116_263)-(1261_423),(1137_674)-(1284_813),(928_589)-(1013_765)
470.00,0.04,0.01,0.09,0.06
560.00,12.95,8.46,9.04,5.60
670.00,3.42,2.73,3.65,2.15
720.00,50.20,38.49,38.38,28.83
780.00,89.82,77.64,62.19,49.92
840.00,83.16,61.89,55.37,49.03
900.00,85.85,65.04,67.72,56.83
970.00,76.44,56.67,63.94,50.21
