Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(487_257)-(629_360),(451_614)-(559_712),(224_662)-(303_738),(181_279)-(266_408)
470.00,0.00,0.09,0.03,0.00
560.00,17.44,16.99,21.98,18.27
670.00,5.77,5.16,6.23,5.11
720.00,44.88,47.50,56.81,42.74
780.00,59.36,66.23,72.25,47.88
840.00,57.90,64.93,68.13,43.82
900.00,63.09,76.60,77.27,48.74
970.00,61.59,81.06,81.77,40.23
