Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(414_220)-(613_331),(337_476)-(432_686),(67_383)-(106_572),(232_148)-(339_194)
470.00,0.00,0.32,0.01,0.00
560.00,10.82,26.12,20.79,1.69
670.00,3.56,11.36,6.33,1.57
720.00,52.48,94.31,75.21,23.40
780.00,79.15,94.99,94.68,40.96
840.00,69.22,94.98,89.11,34.72
900.00,51.92,95.00,88.18,25.50
970.00,41.75,93.54,70.61,7.76
