Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(573_512)-(678_574),(741_804)-(798_862),(795_657)-(869_764),(675_920)-(774_964),(994_394)-(1075_504)
470.00,0.00,0.00,0.00,0.00,0.00
560.00,2.39,6.35,6.50,6.34,2.95
670.00,0.76,1.69,1.58,1.91,0.83
720.00,16.15,28.79,26.44,29.36,15.23
780.00,27.27,47.72,41.84,54.36,26.57
840.00,27.58,50.47,43.19,55.58,27.91
900.00,32.56,61.73,53.99,75.40,32.26
970.00,26.24,82.63,66.72,93.31,31.36
