Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(222_84)-(386_242),(626_121)-(768_301),(440_495)-(593_624),(98_733)-(176_844)
470.00,0.95,0.01,0.13,0.10
560.00,20.51,8.40,10.77,23.99
670.00,10.05,3.70,3.27,9.34
720.00,55.35,32.76,44.98,70.88
780.00,77.64,51.22,70.77,94.11
840.00,69.90,49.33,65.30,85.97
900.00,71.80,51.64,71.02,92.22
970.00,67.42,48.68,68.52,90.74
