Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(536_404)-(651_601),(438_138)-(639_266),(374_508)-(403_574),(686_547)-(716_652)
470.00,0.02,0.00,0.02,0.00
560.00,9.55,6.03,3.81,11.24
670.00,2.53,1.53,1.26,3.07
720.00,35.94,27.42,22.08,37.95
780.00,69.56,55.84,42.81,71.57
840.00,76.33,59.48,48.53,72.00
900.00,77.00,60.18,52.52,71.27
970.00,73.24,59.08,41.64,71.12
