Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(555_114)-(706_259),(587_418)-(741_571),(141_253)-(270_334),(804_477)-(857_609)
470.00,0.07,1.19,0.00,0.47
560.00,6.63,9.42,3.06,7.48
670.00,4.21,5.91,1.29,5.39
720.00,45.61,54.46,29.98,47.06
780.00,90.53,94.57,60.85,83.98
840.00,85.41,88.55,61.12,76.04
900.00,73.61,78.44,51.51,67.89
970.00,51.40,60.39,40.39,50.84
