Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(580_247)-(681_324),(547_536)-(677_648),(267_316)-(342_389),(693_601)-(744_695),(534_330)-(598_396)
470.00,0.00,1.11,0.00,1.20,0.00
560.00,13.42,29.20,16.20,26.37,17.26
670.00,3.52,8.66,3.41,7.95,4.19
720.00,43.65,59.63,43.85,52.49,49.85
780.00,57.68,71.72,57.60,64.63,65.04
840.00,52.40,68.34,50.05,63.33,58.47
900.00,58.85,73.60,55.50,58.84,65.28
970.00,49.34,73.15,43.63,53.35,59.77
