Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(623_214)-(773_424),(1028_264)-(1141_434),(1179_871)-(1299_1047),(512_904)-(582_1057)
470.00,0.01,0.00,0.00,0.00
560.00,16.95,9.29,8.70,6.13
670.00,5.66,3.88,2.75,1.31
720.00,51.67,35.42,33.17,27.43
780.00,72.53,52.87,50.11,39.07
840.00,65.99,51.27,49.28,35.75
900.00,71.11,55.78,54.73,38.09
970.00,66.29,51.11,57.95,26.42
