Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(193_222)-(355_324),(452_466)-(547_572),(673_169)-(781_330),(712_458)-(822_629)
470.00,0.00,0.18,0.00,0.01
560.00,12.33,13.39,11.06,14.69
670.00,2.92,3.19,2.60,3.91
720.00,42.98,45.50,37.63,46.60
780.00,78.19,78.34,69.24,80.47
840.00,78.81,85.57,71.83,88.11
900.00,84.51,90.45,75.43,90.60
970.00,80.09,83.73,69.39,85.64
