Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(461_161)-(561_356),(691_350)-(769_503),(560_460)-(658_579),(509_659)-(610_747),(230_428)-(321_584)
470.00,0.04,1.42,1.67,0.27,0.05
560.00,45.09,54.91,56.25,73.42,48.96
670.00,9.29,8.60,8.55,13.51,11.10
720.00,58.59,75.97,80.02,86.89,58.62
780.00,69.98,93.31,94.23,94.22,63.50
840.00,69.76,91.21,94.12,91.58,63.66
900.00,74.06,92.25,94.86,94.01,67.91
970.00,65.16,87.09,94.44,93.71,62.30
