Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(738_343)-(900_527),(615_646)-(790_813),(381_227)-(485_303),(258_678)-(391_850)
470.00,0.00,0.16,0.00,0.08
560.00,2.83,7.05,2.39,7.41
670.00,1.11,4.76,0.97,4.90
720.00,30.69,46.51,27.21,44.69
780.00,61.74,91.67,56.67,81.64
840.00,58.27,89.39,55.08,74.77
900.00,48.58,78.79,45.90,65.93
970.00,34.32,74.60,27.54,50.48
