Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(346_112)-(429_200),(483_275)-(560_364),(354_563)-(487_649),(132_499)-(252_628)
470.00,0.00,0.00,0.00,0.01
560.00,9.55,1.49,8.49,14.56
670.00,2.07,0.59,1.72,2.93
720.00,29.70,15.73,31.44,41.69
780.00,49.48,29.23,57.09,72.01
840.00,62.13,36.25,70.91,85.47
900.00,85.09,46.73,93.69,95.00
970.00,84.35,31.38,94.66,94.96
