Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(711_156)-(841_222),(737_465)-(967_609),(696_733)-(833_840),(242_480)-(338_569)
470.00,0.00,0.43,0.00,0.00
560.00,19.53,16.92,10.21,4.66
670.00,6.25,7.43,3.00,1.16
720.00,57.04,59.93,48.04,30.21
780.00,63.98,63.79,55.55,38.55
840.00,52.40,59.52,53.68,33.49
900.00,50.09,63.73,59.44,35.71
970.00,39.70,55.63,49.97,20.80
