Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(1154_173)-(1245_289),(1054_597)-(1243_778),(741_631)-(888_800),(838_827)-(929_915)
470.00,0.00,0.02,0.28,0.06
560.00,4.14,6.93,11.19,10.12
670.00,1.59,3.13,5.03,4.98
720.00,29.32,42.36,54.99,53.46
780.00,71.51,87.39,94.82,94.83
840.00,67.69,82.72,91.29,93.82
900.00,55.30,72.39,82.58,88.62
970.00,42.14,68.27,73.42,86.91
