Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(121_139)-(227_323),(70_466)-(198_664),(549_574)-(669_701),(476_171)-(610_289)
470.00,0.11,1.24,0.00,0.03
560.00,18.98,25.45,8.72,9.51
670.00,7.84,9.88,2.15,2.84
720.00,53.28,61.89,33.83,36.34
780.00,70.97,77.61,48.21,51.03
840.00,62.74,68.40,46.45,49.16
900.00,66.57,72.79,50.41,52.54
970.00,58.96,69.42,47.71,47.03
