Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(565_261)-(717_432),(388_80)-(512_168),(242_296)-(300_411),(393_478)-(477_630)
470.00,0.00,0.00,0.16,0.17
560.00,11.92,8.76,11.66,16.55
670.00,2.11,1.72,2.92,2.69
720.00,38.20,32.78,35.03,45.88
780.00,74.70,63.56,66.72,87.44
840.00,80.37,61.21,69.46,91.84
900.00,67.75,53.46,59.89,81.20
970.00,57.05,42.55,49.16,77.45
