Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(632_127)-(775_235),(626_547)-(745_668),(111_241)-(226_309),(236_486)-(353_580)
470.00,0.00,0.00,0.00,0.00
560.00,8.91,7.61,9.78,8.82
670.00,2.63,2.32,2.61,2.90
720.00,49.82,52.55,57.50,58.37
780.00,76.32,79.09,84.15,87.02
840.00,65.42,71.04,73.09,78.01
900.00,56.75,68.92,69.49,75.74
970.00,43.77,57.56,56.49,68.03
