Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(582_704)-(684_876),(537_340)-(662_461),(173_472)-(295_590),(312_732)-(414_850)
470.00,0.50,0.00,0.00,0.00
560.00,49.85,27.31,24.45,9.52
670.00,8.87,5.13,4.40,1.56
720.00,69.15,43.41,42.55,28.61
780.00,87.64,53.72,57.01,43.12
840.00,84.49,53.94,61.40,43.47
900.00,90.13,56.82,64.88,45.05
970.00,85.99,45.25,50.29,31.95
