Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(289_395)-(364_548),(502_574)-(667_772),(770_429)-(868_643),(588_88)-(762_202)
470.00,0.00,0.00,0.00,0.00
560.00,10.84,12.89,6.85,7.41
670.00,1.98,2.81,1.53,1.43
720.00,32.69,36.59,26.01,24.92
780.00,52.89,65.58,47.23,43.62
840.00,63.41,77.34,58.02,54.22
900.00,85.79,94.60,81.72,70.90
970.00,91.84,94.47,89.09,64.99
