Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(520_297)-(652_450),(445_86)-(573_168),(437_504)-(518_559),(705_369)-(789_519)
470.00,0.00,0.08,0.00,0.01
560.00,7.70,8.43,5.13,8.59
670.00,2.15,3.18,1.25,3.17
720.00,37.60,40.29,28.00,38.37
780.00,61.60,55.91,48.94,63.67
840.00,54.36,43.81,44.67,57.44
900.00,79.99,43.56,63.00,78.99
970.00,48.38,81.22,44.50,56.46
