Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(676_313)-(749_403),(613_422)-(651_514),(765_578)-(875_755),(1023_602)-(1103_736),(973_281)-(1020_365)
470.00,0.00,0.00,0.22,0.00,0.00
560.00,6.83,5.93,8.18,6.85,4.59
670.00,1.57,1.42,2.12,1.64,1.37
720.00,32.07,31.02,36.58,33.13,23.76
780.00,48.67,49.16,64.66,59.64,36.40
840.00,41.15,44.24,58.58,53.74,32.95
900.00,59.47,69.80,91.81,89.93,46.28
970.00,35.64,39.69,67.32,59.58,21.61
