Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(320_530)-(413_656),(725_421)-(831_531),(780_120)-(940_280),(414_146)-(525_235)
470.00,0.00,0.01,0.00,0.00
560.00,2.30,6.39,8.08,1.32
670.00,1.12,1.92,3.54,0.73
720.00,24.23,30.70,38.70,16.90
780.00,35.79,47.64,58.84,28.69
840.00,34.08,44.76,53.95,28.98
900.00,37.61,48.00,58.14,37.01
970.00,28.15,41.53,57.88,33.68
