Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(539_332)-(722_425),(966_207)-(1178_308),(1077_526)-(1137_624),(909_684)-(953_771)
470.00,0.00,0.07,0.00,0.00
560.00,6.72,6.51,4.10,2.01
670.00,2.59,2.87,1.21,1.09
720.00,39.25,39.22,30.69,21.99
780.00,63.08,58.64,56.56,45.96
840.00,52.79,48.40,52.95,42.89
900.00,81.10,65.42,77.20,62.73
970.00,60.89,76.16,53.38,52.13
