Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(526_200)-(613_247),(391_445)-(503_559),(87_410)-(208_583),(187_192)-(328_228)
470.00,0.00,0.08,0.13,0.00
560.00,2.43,12.69,14.70,1.89
670.00,0.95,4.23,4.96,0.84
720.00,18.48,40.63,43.40,17.88
780.00,28.23,62.63,62.07,27.21
840.00,27.53,60.83,57.17,25.08
900.00,29.25,67.43,63.17,27.04
970.00,18.93,70.05,60.27,14.73
