Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(466_471)-(630_605),(229_499)-(335_605),(330_191)-(445_281),(617_245)-(712_317)
470.00,0.08,0.13,0.00,0.00
560.00,8.96,8.84,6.16,1.08
670.00,2.37,2.25,1.65,0.56
720.00,41.36,42.59,30.03,15.16
780.00,73.42,76.36,45.78,25.81
840.00,66.40,68.25,39.46,23.12
900.00,93.49,92.34,58.03,32.04
970.00,78.22,80.82,32.65,12.05
