Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(248_115)-(346_223),(441_299)-(615_407),(399_619)-(516_712),(92_531)-(206_712)
470.00,0.00,0.00,0.00,0.02
560.00,9.73,4.24,14.28,18.38
670.00,1.95,0.83,2.92,3.89
720.00,30.98,22.20,39.37,46.61
780.00,57.27,43.52,72.44,79.06
840.00,67.27,33.47,38.67,87.48
900.00,91.01,73.58,91.38,84.89
970.00,87.48,75.72,92.75,92.92
