Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(404_169)-(517_350),(378_765)-(492_930),(824_672)-(904_888),(970_343)-(1093_537)
470.00,0.00,0.00,0.00,0.00
560.00,2.07,6.70,3.73,3.37
670.00,0.45,2.89,1.61,1.42
720.00,20.88,37.57,29.94,29.22
780.00,39.25,66.35,56.23,56.12
840.00,36.69,57.16,51.48,51.81
900.00,29.30,48.23,43.42,42.23
970.00,11.24,25.67,33.86,32.61
