Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(150_341)-(303_479),(413_534)-(538_646),(605_359)-(717_474),(526_166)-(625_222)
470.00,0.00,0.16,0.08,0.00
560.00,8.60,5.69,7.40,8.40
670.00,2.55,1.55,3.51,4.92
720.00,44.75,34.40,36.95,36.74
780.00,75.95,68.79,66.80,57.47
840.00,68.41,61.55,61.00,48.92
900.00,94.47,90.22,84.97,70.73
970.00,57.64,75.12,59.89,63.22
