Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(65_389)-(225_569),(397_409)-(556_571),(481_147)-(587_265),(169_169)-(285_241)
470.00,0.00,0.00,0.00,0.00
560.00,8.57,6.97,5.81,5.90
670.00,2.59,2.03,1.63,1.72
720.00,35.23,29.71,24.98,25.62
780.00,55.23,46.14,36.52,37.46
840.00,52.01,43.90,34.56,35.80
900.00,56.21,47.01,35.98,36.60
970.00,47.28,39.52,29.12,29.29
