Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(384_109)-(506_235),(343_399)-(510_514),(114_389)-(213_502),(154_159)-(197_214)
470.00,0.01,0.41,0.35,0.00
560.00,7.18,8.88,8.96,2.43
670.00,3.34,4.65,4.13,0.50
720.00,36.90,42.32,43.28,21.19
780.00,56.77,79.92,75.26,35.04
840.00,47.19,76.82,73.55,30.79
900.00,77.67,94.36,85.61,42.75
970.00,75.94,87.43,72.67,23.86
