Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(388_159)-(430_243),(637_235)-(764_373),(614_513)-(748_601),(312_543)-(437_670)
470.00,0.00,0.00,0.00,0.00
560.00,9.54,7.01,16.80,20.21
670.00,2.22,1.42,3.76,4.19
720.00,35.50,28.91,46.55,50.41
780.00,47.58,43.41,65.31,66.73
840.00,42.08,39.50,60.21,59.78
900.00,44.72,43.01,65.53,63.57
970.00,35.36,33.21,66.53,64.13
