Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(655_222)-(907_396),(516_462)-(628_618),(209_598)-(308_739),(224_113)-(293_241)
470.00,0.00,0.04,0.05,0.00
560.00,8.97,10.65,19.06,2.50
670.00,4.92,3.23,8.64,1.04
720.00,44.91,57.83,82.31,25.89
780.00,74.80,87.59,95.00,43.87
840.00,63.72,76.22,93.49,34.58
900.00,62.04,79.13,94.06,30.06
970.00,47.03,57.42,75.52,13.15
