Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(671_421)-(802_543),(424_733)-(509_884),(883_395)-(976_557),(226_231)-(351_402)
470.00,0.05,0.02,0.33,0.00
560.00,15.04,21.00,19.81,5.96
670.00,5.02,7.19,6.76,1.05
720.00,46.39,51.66,49.81,25.86
780.00,86.51,88.70,85.57,47.08
840.00,88.67,91.27,86.80,49.84
900.00,84.97,86.57,83.01,44.97
970.00,68.39,81.02,67.40,30.42
