Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(225_362)-(335_500),(570_140)-(763_291),(691_377)-(840_570),(415_566)-(569_719)
470.00,0.00,0.00,0.23,0.14
560.00,4.56,6.87,8.62,7.87
670.00,1.18,3.77,4.10,3.92
720.00,30.12,33.30,39.26,39.09
780.00,54.74,55.00,72.02,75.35
840.00,48.14,47.53,64.78,68.92
900.00,71.69,70.01,89.17,94.88
970.00,34.50,41.94,73.67,81.57
