Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(191_180)-(270_356),(494_169)-(599_300),(223_555)-(341_654),(497_486)-(593_617)
470.00,0.01,0.00,0.36,0.88
560.00,9.09,8.96,19.46,18.19
670.00,1.95,2.70,6.05,6.04
720.00,38.33,39.72,59.67,63.96
780.00,64.66,68.18,92.45,88.12
840.00,52.05,48.60,76.89,67.83
900.00,60.19,59.46,90.77,90.71
970.00,44.58,42.27,89.35,86.13
