Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(369_89)-(462_213),(432_323)-(538_387),(197_471)-(328_575),(168_168)-(233_256)
470.00,0.01,0.43,0.01,0.00
560.00,6.88,9.29,10.13,3.70
670.00,3.23,3.49,3.75,1.15
720.00,43.01,50.27,52.64,34.31
780.00,83.58,92.72,89.92,72.86
840.00,77.88,83.73,82.99,69.73
900.00,60.02,60.80,53.46,76.68
970.00,39.31,35.72,34.00,55.26
