Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(1021_356)-(1136_531),(1422_290)-(1531_499),(1100_872)-(1245_1121),(1549_847)-(1612_933)
470.00,0.01,0.00,0.42,0.00
560.00,12.32,6.79,16.39,5.64
670.00,4.12,3.01,6.45,1.62
720.00,48.68,22.03,45.70,20.90
780.00,90.53,40.70,60.35,30.96
840.00,70.00,32.24,57.47,29.01
900.00,68.26,33.11,69.59,37.73
970.00,56.39,25.97,63.75,29.76
