Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(637_364)-(816_533),(161_120)-(284_248),(35_585)-(184_694),(480_734)-(633_892)
470.00,0.31,0.00,0.00,0.00
560.00,16.40,14.42,11.58,9.33
670.00,6.03,6.78,4.08,2.78
720.00,73.50,60.07,60.91,56.23
780.00,94.41,91.81,84.40,81.54
840.00,94.19,76.26,77.25,79.09
900.00,88.91,66.60,76.66,78.25
970.00,86.55,57.45,71.08,77.02
