Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(144_682)-(337_874),(482_725)-(683_837),(579_307)-(753_413),(282_189)-(440_345)
470.00,0.15,1.62,0.00,0.00
560.00,15.55,23.53,1.06,6.64
670.00,4.07,7.87,0.71,1.72
720.00,50.75,61.42,13.14,29.79
780.00,87.46,94.99,29.24,58.71
840.00,93.47,95.00,31.40,61.35
900.00,94.91,95.00,29.92,63.30
970.00,93.83,94.99,22.74,54.16
