Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(52_305)-(194_477),(512_487)-(666_622),(675_140)-(802_370),(423_55)-(564_134)
470.00,2.08,0.35,0.00,0.00
560.00,23.61,15.29,6.98,7.72
670.00,9.89,3.41,1.71,1.72
720.00,57.59,50.69,29.56,35.39
780.00,87.68,71.13,53.36,65.40
840.00,82.81,66.00,40.94,48.07
900.00,85.73,76.64,46.24,40.62
970.00,72.55,67.34,29.80,24.59
