Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(258_252)-(432_382),(386_655)-(535_842),(795_557)-(928_700),(803_236)-(960_368)
470.00,0.00,0.03,0.00,0.00
560.00,10.51,19.68,4.69,10.40
670.00,3.27,6.67,1.10,2.36
720.00,32.60,45.69,21.68,35.20
780.00,41.93,60.99,30.60,47.87
840.00,36.67,54.40,26.53,42.47
900.00,39.25,56.88,27.67,48.15
970.00,24.51,52.56,15.99,39.96
