Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(741_572)-(797_690),(632_707)-(704_790),(1004_640)-(1141_799),(722_292)-(813_378)
470.00,0.00,0.00,0.00,0.00
560.00,13.72,16.14,17.55,12.32
670.00,2.10,2.38,3.37,2.48
720.00,39.04,41.91,43.01,37.92
780.00,50.25,52.32,56.89,46.09
840.00,47.49,48.61,55.91,41.87
900.00,50.24,51.81,59.86,46.27
970.00,40.86,48.11,65.42,31.31
