Number of bands=8
Number of spectra=5
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(734_126)-(815_224),(753_236)-(873_302),(761_377)-(813_475),(518_388)-(595_459),(436_341)-(465_412)
470.00,0.00,0.00,0.00,0.13,0.05
560.00,20.27,23.73,23.60,29.42,18.87
670.00,5.46,5.95,5.86,9.59,6.22
720.00,43.11,47.68,49.11,60.21,46.41
780.00,59.87,65.30,66.63,77.15,61.95
840.00,54.67,62.77,66.71,80.80,67.58
900.00,51.76,58.54,65.28,78.60,62.94
970.00,40.20,49.54,51.05,64.21,53.74
