Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(186_496)-(281_624),(486_460)-(602_616),(468_154)-(570_257),(195_160)-(289_264)
470.00,0.00,0.00,0.00,0.19
560.00,9.41,8.96,7.80,7.04
670.00,1.27,1.97,1.27,1.34
720.00,32.10,30.22,27.81,27.42
780.00,53.77,52.23,46.89,45.41
840.00,66.05,63.91,58.46,56.41
900.00,89.13,86.62,77.57,78.89
970.00,94.24,93.04,79.13,76.69
