Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(524_201)-(628_324),(459_545)-(536_611),(167_148)-(282_254),(291_304)-(339_378)
470.00,0.00,0.04,0.00,0.00
560.00,10.78,16.37,8.34,9.14
670.00,3.01,5.60,2.27,2.58
720.00,34.86,45.95,31.04,32.31
780.00,49.21,63.25,44.58,46.55
840.00,45.38,58.08,43.82,45.22
900.00,47.84,67.02,46.04,50.28
970.00,46.27,64.25,41.93,43.20
