Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(300_289)-(384_376),(473_456)-(580_521),(390_573)-(473_646),(158_505)-(264_580)
470.00,0.00,0.00,0.01,0.01
560.00,4.57,3.32,6.29,7.27
670.00,1.02,0.88,1.67,2.29
720.00,22.05,22.38,30.25,30.78
780.00,36.38,38.63,50.59,50.00
840.00,40.20,42.65,57.14,56.56
900.00,47.57,53.15,72.96,74.58
970.00,57.27,66.36,93.32,91.28
