Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(495_186)-(578_227),(192_190)-(283_265),(431_377)-(572_445),(193_436)-(315_487)
470.00,0.00,0.00,0.00,0.00
560.00,1.32,2.69,5.36,8.01
670.00,0.43,0.86,1.38,2.16
720.00,12.94,16.80,23.76,31.25
780.00,28.64,35.52,45.95,57.66
840.00,32.55,40.04,53.38,66.66
900.00,41.37,51.43,70.21,90.16
970.00,42.79,65.40,84.53,94.82
