Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(179_207)-(304_387),(585_180)-(717_325),(257_716)-(427_810),(700_539)-(843_687)
470.00,0.00,0.00,0.07,0.01
560.00,10.07,6.82,19.46,8.45
670.00,2.33,1.59,6.62,2.24
720.00,36.41,29.55,60.23,34.84
780.00,57.15,49.37,80.24,50.23
840.00,48.92,42.38,73.79,46.32
900.00,50.18,42.25,86.67,54.45
970.00,31.70,26.76,85.11,40.69
