Number of bands=8
Number of spectra=4
Ref Reflectance=95.00
Data type=0, reflectance in %
 Wavelength (nm),(377_440)-(480_557),(553_432)-(665_557),(610_198)-(700_334),(785_146)-(850_283)
470.00,0.03,0.01,0.00,0.00
560.00,5.93,5.14,5.34,5.73
670.00,3.82,4.07,4.28,5.22
720.00,41.05,36.00,32.31,33.55
780.00,58.10,51.57,49.69,51.45
840.00,47.21,43.15,40.95,42.20
900.00,39.33,36.50,34.21,33.96
970.00,29.85,27.23,24.91,24.59
